Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,State,Postal Code,Category,Sub-Category,Sales,Quantity,Discount,Profit
795,ORD-2022-100794,08/16/2022,08/22/2022,Standard Class,CUST-1775,Aisha Khan,Corporate,South,Georgia,70897.0,Furniture,Chairs,305.4,5,0.0,396.65
796,ORD-2022-100795,10/24/2022,10/27/2022,First Class,CUST-1128,Priya Patel,Consumer,South,Georgia,,Office Supplies,Binders,9.18,2,0.0,2.52
797,ORD-2022-100796,08/04/2022,08/09/2022,Same Day,CUST-1315,,Consumer,West,Washington,,Office Supplies,Paper,24.16,4,0.0,38.3
798,ORD-2023-100797,07/01/2023,07/06/2023,Standard Class,CUST-1354,Maria Garcia ,Corporate,Central,Illinois,13813.0,Furniture,Tables,125.64,2,0.2,16.32
799,ORD-2024-100798,10/25/2024,10/27/2024,Standard Class,CUST-1620,Fatima Noor,Home Office,Central,Ohio,18672.0,Office Supplies,Art,15.39,7,0.15,2.89
800,ORD-2022-100799,08/28/2022,09/03/2022,Standard Class,CUST-1165,Maria Garcia ,Home Office,West,Nevada,56038.0,Office Supplies,Binders,21.44,5,0.15,10.6
801,ORD-2023-100800,04/09/2023,04/15/2023,Second Class,CUST-1213,Priya Patel,Consumer,Central,Illinois,15667.0,Office Supplies,Paper,31.74,6,0.0,40.36
802,ORD-2022-100801,06/10/2022,06/16/2022,Standard Class,CUST-1905,Maria Garcia ,Consumer,East,Pennsylvania,,Office Supplies,Storage,20.4,8,0.1,7.15
803,ORD-2022-100802,07/17/2022,07/20/2022,First Class,CUST-1017,Priya Patel,Consumer,Central,Illinois,,Office Supplies,Binders,,4,0.0,10.02
804,ORD-2024-100803,05/23/2024,05/25/2024,Standard Class,CUST-1612,Aisha Khan,Home Office,Central,Michigan,,Office Supplies,Binders,72.81,8,0.1,164.66
805,ORD-2024-100804,06/05/2024,06/09/2024,First Class,CUST-1952,John Smith,Consumer,East,New Jersey,,Furniture,Tables,343.46,1,0.15,76.29
806,ORD-2023-100805,04/27/2023,04/29/2023,Standard Class,CUST-1661,Maria Garcia ,Home Office,East,Massachusetts,,Office Supplies,Binders,58.21,8,0.0,45.27
807,ORD-2024-100806,01/20/2024,01/21/2024,Standard Class,CUST-1170,Fatima Noor,Consumer,Central,Ohio,21828.0,Office Supplies,Art,34.28,2,0.2,12.53
808,ORD-2022-100807,01/31/2022,02/05/2022,Standard Class,CUST-1430,  John Smith,Consumer,South,Georgia,,Office Supplies,Binders,66.82,8,0.0,199.22
809,ORD-2024-100808,03/30/2024,04/03/2024,Standard Class,CUST-1261,David O'Brien,Corporate,Central,Ohio,,Office Supplies,Storage,43.45,6,0.15,28.26
810,ORD-2024-100809,04/26/2024,04/29/2024,Standard Class,CUST-1350,,Consumer,Central,Ohio,,Furniture,Tables,212.91,4,0.0,55.28
811,ORD-2023-100810,09/19/2023,09/25/2023,Standard Class,CUST-1424,Fatima Noor,Consumer,Central,Texas,35610.0,Technology,Accessories,471.87,5,0.0,750.69
812,ORD-2023-100811,05/03/2023,05/07/2023,Standard Class,CUST-1929,Maria Garcia ,Consumer,West,California,49570.0,Office Supplies,Paper,14.5,7,0.0,2.49
813,ORD-2024-100812,07/26/2024,08/02/2024,Standard Class,CUST-1548,Liam O'Connor,Consumer,Central,Texas,,Office Supplies,Storage,45.53,1,0.0,8.11
814,ORD-2023-100813,06/04/2023,06/07/2023,Standard Class,CUST-1812,Aisha Khan,Home Office,West,Oregon,,Technology,Accessories,1347.29,6,0.0,1754.18
815,ORD-2024-100814,05/04/2024,05/09/2024,Standard Class,CUST-1523,Wei Chen,Home Office,East,Pennsylvania,,Office Supplies,Binders,21.98,8,0.0,96.01
816,ORD-2023-100815,07/29/2023,08/01/2023,Standard Class,CUST-1837,John Smith,Home Office,West,Washington,,Technology,Copiers,525.32,2,0.0,265.52
817,ORD-2023-100816,06/07/2023,06/14/2023,Second Class,CUST-1606,Fatima Noor,Consumer,West,Nevada,99867.0,Office Supplies,Paper,47.03,8,0.2,-54.53
818,ORD-2024-100817,02/16/2024,02/19/2024,Standard Class,CUST-1893,Wei Chen,Corporate,Central,Ohio,29287.0,Furniture,Bookcases,51.15,9,0.1,153.14
819,ORD-2024-100818,08/17/2024,08/20/2024,Standard Class,CUST-1095,Aisha Khan,Home Office,West,Washington,,Office Supplies,Binders,62.32,3,0.15,27.37
820,ORD-2024-100819,04/14/2024,04/20/2024,Same Day,CUST-1905,Fatima Noor,Corporate,Central,Michigan,70041.0,Office Supplies,Storage,31.87,2,0.1,12.16
821,ORD-2023-100820,06/17/2023,06/18/2023,First Class,CUST-1950,Fatima Noor,Corporate,South,Alabama,,Office Supplies,Storage,26.58,2,0.0,31.35
822,ORD-2023-100821,07/29/2023,08/04/2023,Standard Class,CUST-1120,  John Smith,Corporate,Central,Michigan,,Technology,Phones,202.23,5,0.0,94.07
823,ORD-2023-100822,11/21/2023,11/24/2023,Standard Class,CUST-1526,Aisha Khan,Consumer,Central,Illinois,,Furniture,Furnishings,171.05,8,0.2,43.61
824,ORD-2024-100823,02/16/2024,02/23/2024,Standard Class,CUST-1539,Aisha Khan,Home Office,West,Nevada,45995.0,Office Supplies,Art,33.76,4,0.1,-9.86
825,ORD-2024-100824,07/31/2024,08/06/2024,Standard Class,CUST-1612,Liam O'Connor,Consumer,South,Georgia,,Technology,Accessories,209.08,4,0.1,266.08
826,ORD-2023-100825,06/02/2023,06/04/2023,Second Class,CUST-1280,Wei Chen,Home Office,South,North Carolina,,Office Supplies,Paper,18.85,5,0.0,18.39
827,ORD-2023-100826,08/27/2023,08/31/2023,Standard Class,CUST-1816,Liam O'Connor,Consumer,West,California,,Technology,Machines,133.07,7,0.0,268.1
828,ORD-2024-100827,09/08/2024,09/12/2024,Second Class,CUST-1885,Maria Garcia ,Home Office,West,Nevada,99762.0,Technology,Copiers,683.17,8,0.0,959.1
829,ORD-2024-100828,08/29/2024,09/05/2024,Standard Class,CUST-1567,David O'Brien,Corporate,West,Washington,94149.0,Office Supplies,Storage,27.6,5,0.15,13.15
830,ORD-2023-100829,07/08/2023,07/09/2023,Standard Class,CUST-1146,Aisha Khan,Home Office,Central,Ohio,88624.0,Furniture,Chairs,90.79,3,0.1,-2.84
831,ORD-2022-100830,05/24/2022,05/28/2022,Standard Class,CUST-1778,Maria Garcia ,Corporate,Central,Illinois,27907.0,Furniture,Bookcases,87.43,5,0.0,-52.26
832,ORD-2024-100831,05/09/2024,05/12/2024,Standard Class,CUST-1741,,Home Office,South,Georgia,74949.0,Office Supplies,Binders,27.6,3,0.1,20.01
833,ORD-2024-100832,08/23/2024,08/28/2024,Second Class,CUST-1979,Maria Garcia ,Home Office,Central,Illinois,,Office Supplies,Paper,10.74,1,0.0,1.61
834,ORD-2023-100833,08/28/2023,08/30/2023,Same Day,CUST-1659,Wei Chen,Corporate,Central,Michigan,,Office Supplies,Paper,41.94,9,0.0,13.85
835,ORD-2023-100834,05/08/2023,05/14/2023,Same Day,CUST-1670,Fatima Noor,Consumer,East,Pennsylvania,,Office Supplies,Storage,76.96,1,0.1,18.42
836,ORD-2022-100835,05/14/2022,05/18/2022,Standard Class,CUST-1018,Fatima Noor,Home Office,South,Florida,,Furniture,Chairs,281.1,7,0.0,285.7
837,ORD-2023-100836,02/20/2023,02/24/2023,Same Day,CUST-1210,John Smith,Home Office,Central,Illinois,,Office Supplies,Art,34.72,9,0.2,67.27
838,ORD-2024-100837,12/01/2024,12/04/2024,Standard Class,CUST-1190,Aisha Khan,Corporate,West,Oregon,48265.0,Office Supplies,Paper,74.65,8,0.0,233.98
839,ORD-2023-100838,09/21/2023,09/24/2023,Standard Class,CUST-1030,Wei Chen,Corporate,South,Florida,,Technology,Accessories,37.81,1,0.15,-1.55
840,ORD-2022-100839,02/25/2022,03/04/2022,Standard Class,CUST-1662,David O'Brien,Corporate,Central,Texas,,Technology,Copiers,88.18,9,0.1,72.49
841,ORD-2024-100840,01/15/2024,01/19/2024,Standard Class,CUST-1258,Maria Garcia ,Home Office,East,Pennsylvania,59254.0,Office Supplies,Art,17.12,2,0.0,6.29
842,ORD-2023-100841,12/07/2023,12/10/2023,Standard Class,CUST-1524,Maria Garcia ,Corporate,East,Pennsylvania,30129.0,Office Supplies,Storage,24.88,4,0.15,2.24
843,ORD-2023-100842,05/01/2023,05/04/2023,Standard Class,CUST-1136,Priya Patel,Corporate,Central,Ohio,60452.0,Office Supplies,Paper,71.21,9,0.1,48.79
844,ORD-2023-100843,01/30/2023,02/06/2023,Same Day,CUST-1544,Wei Chen,Consumer,South,Alabama,,Office Supplies,Storage,47.34,5,0.0,82.76
845,ORD-2024-100844,08/22/2024,08/25/2024,First Class,CUST-1992,Maria Garcia ,Corporate,West,Washington,,Furniture,Chairs,81.91,3,0.1,52.59
846,ORD-2022-100845,12/09/2022,12/16/2022,Second Class,CUST-1477,Aisha Khan,Consumer,Central,Illinois,20571.0,Technology,Accessories,264.09,1,0.0,40.94
847,ORD-2022-100846,10/18/2022,10/24/2022,Standard Class,CUST-1557,,Home Office,West,Washington,,Office Supplies,Binders,24.51,2,0.2,11.43
848,ORD-2023-100847,08/01/2023,08/02/2023,Second Class,CUST-1386,,Consumer,West,Washington,77380.0,Technology,Accessories,391.15,8,0.0,757.71
849,ORD-2024-100848,07/17/2024,07/19/2024,Standard Class,CUST-1613,Aisha Khan,Corporate,West,California,61771.0,Furniture,Tables,134.91,5,0.2,-74.64
850,ORD-2022-100849,04/03/2022,04/06/2022,Standard Class,CUST-1396,Priya Patel,Home Office,West,Washington,,Office Supplies,Paper,13.54,7,0.3,-1.01
851,ORD-2023-100850,04/17/2023,04/21/2023,Second Class,CUST-1118,John Smith,Consumer,West,California,,Office Supplies,Art,26.79,6,0.0,9.33
852,ORD-2024-100851,03/09/2024,03/15/2024,Second Class,CUST-1434,Wei Chen,Corporate,West,Oregon,98988.0,Technology,Phones,255.12,2,0.1,-40.25
853,ORD-2023-100852,12/09/2023,12/13/2023,Standard Class,CUST-1363,Priya Patel,Consumer,West,California,,Technology,Machines,197.71,3,0.0,39.99
854,ORD-2023-100853,11/13/2023,11/17/2023,Standard Class,CUST-1585,David O'Brien,Corporate,East,Pennsylvania,,Furniture,Bookcases,323.07,4,0.3,175.9
855,ORD-2024-100854,09/13/2024,09/16/2024,Second Class,CUST-1943,Maria Garcia ,Home Office,West,Nevada,,Office Supplies,Art,16.98,7,0.0,46.8
856,ORD-2024-100855,07/18/2024,07/23/2024,First Class,CUST-1076,Maria Garcia ,Home Office,West,Washington,97180.0,Office Supplies,Paper,96.69,9,0.0,93.53
857,ORD-2024-100856,07/31/2024,08/07/2024,First Class,CUST-1880,Priya Patel,Home Office,Central,Illinois,26579.0,Office Supplies,Storage,18.94,7,0.15,16.2
858,ORD-2024-100857,11/13/2024,11/17/2024,Standard Class,CUST-1292,Wei Chen,Corporate,West,Oregon,39175.0,Furniture,Furnishings,204.05,5,0.15,66.27
859,ORD-2024-100858,02/12/2024,02/16/2024,Second Class,CUST-1888,Priya Patel,Consumer,East,Pennsylvania,68051.0,Office Supplies,Storage,6.82,2,0.0,4.73
860,ORD-2023-100859,07/10/2023,07/15/2023,Standard Class,CUST-1746,,Consumer,South,North Carolina,,Furniture,Bookcases,487.12,2,0.1,187.9
861,ORD-2022-100860,10/06/2022,10/09/2022,Standard Class,CUST-1935,David O'Brien,Home Office,Central,Texas,,Office Supplies,Binders,15.7,9,0.0,45.81
862,ORD-2024-100861,08/29/2024,09/05/2024,Standard Class,CUST-1742,Maria Garcia ,Consumer,South,Alabama,,Furniture,Bookcases,193.23,2,0.1,112.15
863,ORD-2024-100862,09/05/2024,09/08/2024,Second Class,CUST-1099,Wei Chen,Consumer,West,Nevada,42350.0,Office Supplies,Paper,108.97,8,0.0,-18.47
864,ORD-2023-100863,07/29/2023,07/31/2023,Standard Class,CUST-1475,,Consumer,Central,Ohio,,Furniture,Chairs,603.74,1,0.0,218.88
865,ORD-2024-100864,05/16/2024,05/19/2024,Standard Class,CUST-1137,Fatima Noor,Corporate,Central,Texas,,Office Supplies,Paper,13.8,6,0.0,9.69
866,ORD-2023-100865,09/22/2023,09/29/2023,Standard Class,CUST-1976,Fatima Noor,Home Office,West,Oregon,14794.0,Technology,Machines,989.06,2,0.15,83.49
867,ORD-2024-100866,07/17/2024,07/20/2024,Standard Class,CUST-1167,Wei Chen,Corporate,South,Georgia,,Office Supplies,Art,52.94,5,0.0,-12.49
868,ORD-2022-100867,07/17/2022,07/21/2022,Standard Class,CUST-1458,Wei Chen,Consumer,Central,Michigan,27408.0,Office Supplies,Storage,10.71,8,0.3,-7.78
869,ORD-2024-100868,05/12/2024,05/14/2024,Standard Class,CUST-1697,John Smith,Corporate,East,Massachusetts,85936.0,Office Supplies,Storage,18.05,8,0.15,26.1
870,ORD-2024-100869,09/13/2024,09/15/2024,Standard Class,CUST-1371,Wei Chen,Home Office,South,Georgia,,Technology,Phones,404.42,5,0.0,788.21
871,ORD-2023-100870,07/23/2023,07/25/2023,Standard Class,CUST-1818,Liam O'Connor,Home Office,East,New York,,Office Supplies,Paper,57.04,5,0.0,-6.57
872,ORD-2022-100871,07/27/2022,07/29/2022,Standard Class,CUST-1930,Fatima Noor,Home Office,West,California,,Office Supplies,Storage,54.81,9,0.0,173.18
873,ORD-2023-100872,10/25/2023,10/30/2023,Standard Class,CUST-1906,,Home Office,Central,Texas,76829.0,Technology,Machines,343.96,4,0.1,71.39
874,ORD-2023-100873,11/13/2023,11/14/2023,Standard Class,CUST-1898,Maria Garcia ,Corporate,West,Washington,,Technology,Machines,700.42,8,0.1,590.73
875,ORD-2024-100874,09/29/2024,09/30/2024,Standard Class,CUST-1631,Aisha Khan,Consumer,West,Nevada,78727.0,Furniture,Tables,154.55,5,0.0,343.68
876,ORD-2024-100875,02/23/2024,02/28/2024,Standard Class,CUST-1078,Wei Chen,Home Office,Central,Michigan,,Technology,Phones,407.21,2,0.0,168.23
877,ORD-2022-100876,01/18/2022,01/20/2022,Standard Class,CUST-1053,,Corporate,West,Washington,,Office Supplies,Paper,16.27,8,0.0,7.33
878,ORD-2022-100877,10/16/2022,10/22/2022,Standard Class,CUST-1329,Aisha Khan,Corporate,South,Florida,,Office Supplies,Art,55.53,2,0.0,4.06
879,ORD-2022-100878,10/05/2022,10/12/2022,Standard Class,CUST-1069,Aisha Khan,Corporate,East,Pennsylvania,,Office Supplies,Binders,88.27,6,0.1,146.76
880,ORD-2022-100879,04/27/2022,05/02/2022,Standard Class,CUST-1736,John Smith,Corporate,Central,Michigan,,Office Supplies,Art,28.1,8,0.0,-31.21
881,ORD-2023-100880,11/11/2023,11/18/2023,Second Class,CUST-1640,Wei Chen,Home Office,East,Massachusetts,,Office Supplies,Art,56.3,9,0.15,-70.34
882,ORD-2024-100881,02/15/2024,02/21/2024,First Class,CUST-1457,Maria Garcia ,Corporate,South,Alabama,76897.0,Furniture,Furnishings,199.8,8,0.0,393.09
883,ORD-2022-100882,04/09/2022,04/15/2022,First Class,CUST-1026,Priya Patel,Home Office,East,Pennsylvania,11660.0,Office Supplies,Storage,8.85,5,0.0,7.09
884,ORD-2022-100883,12/31/2022,01/03/2023,Standard Class,CUST-1024,Liam O'Connor,Corporate,East,New York,,Furniture,Tables,277.95,4,0.0,68.83
885,ORD-2023-100884,10/06/2023,10/11/2023,First Class,CUST-1832,Aisha Khan,Home Office,East,New York,,Office Supplies,Paper,11.59,8,0.0,21.66
886,ORD-2024-100885,10/07/2024,10/08/2024,First Class,CUST-1196,  John Smith,Consumer,East,New York,,Office Supplies,Binders,28.77,8,0.0,-23.91
887,ORD-2024-100886,11/13/2024,11/14/2024,Standard Class,CUST-1286,,Corporate,East,Pennsylvania,,Furniture,Tables,146.8,5,0.0,9.95
888,ORD-2023-100887,04/11/2023,04/12/2023,Standard Class,CUST-1491,John Smith,Consumer,West,Washington,,Office Supplies,Paper,49.64,4,0.1,21.34
889,ORD-2022-100888,02/02/2022,02/06/2022,First Class,CUST-1298,Wei Chen,Consumer,East,New York,36667.0,Furniture,Bookcases,50.64,1,0.0,5.51
890,ORD-2022-100889,09/01/2022,09/03/2022,Standard Class,CUST-1472,Fatima Noor,Home Office,East,New Jersey,38261.0,Office Supplies,Binders,44.76,8,0.1,22.69
891,ORD-2024-100890,07/12/2024,07/18/2024,Standard Class,CUST-1434,John Smith,Consumer,South,Florida,10338.0,Office Supplies,Storage,43.45,7,0.0,64.46
892,ORD-2024-100891,12/01/2024,12/02/2024,Standard Class,CUST-1463,Fatima Noor,Corporate,Central,Texas,,Technology,Phones,660.94,5,0.0,-91.01
893,ORD-2022-100892,09/15/2022,09/16/2022,Standard Class,CUST-1871,Wei Chen,Corporate,South,Alabama,,Furniture,Furnishings,414.94,7,0.0,62.59
894,ORD-2024-100893,07/17/2024,07/22/2024,Second Class,CUST-1658,Aisha Khan,Consumer,South,Georgia,89211.0,Technology,Phones,192.76,5,0.1,-10.36
895,ORD-2024-100894,06/23/2024,06/27/2024,Second Class,CUST-1202,Aisha Khan,Consumer,East,New York,,Office Supplies,Storage,54.63,1,0.0,16.32
896,ORD-2024-100895,03/16/2024,03/20/2024,Standard Class,CUST-1413,John Smith,Corporate,South,North Carolina,,Office Supplies,Art,60.74,8,0.1,68.82
897,ORD-2023-100896,11/02/2023,11/08/2023,Standard Class,CUST-1389,Fatima Noor,Corporate,East,New York,,Furniture,Chairs,392.1,9,0.15,668.48
898,ORD-2024-100897,11/05/2024,11/10/2024,Second Class,CUST-1532,,Consumer,South,Georgia,,Office Supplies,Binders,13.94,1,0.0,-1.17
899,ORD-2023-100898,01/24/2023,01/27/2023,Second Class,CUST-1420,Liam O'Connor,Consumer,Central,Texas,33962.0,Office Supplies,Storage,32.93,1,0.0,14.34
900,ORD-2024-100899,07/27/2024,08/02/2024,Standard Class,CUST-1415,Aisha Khan,Corporate,West,Oregon,,Technology,Copiers,69.33,7,0.0,150.61
901,ORD-2022-100900,03/16/2022,03/17/2022,Standard Class,CUST-1076,Aisha Khan,Consumer,South,Alabama,,Furniture,Tables,85.22,4,0.1,91.53
902,ORD-2022-100901,07/30/2022,08/01/2022,Standard Class,CUST-1918,Aisha Khan,Home Office,Central,Texas,,Office Supplies,Art,41.56,4,0.15,15.15
903,ORD-2022-100902,10/16/2022,10/23/2022,Second Class,CUST-1333,Fatima Noor,Home Office,Central,Illinois,99419.0,Office Supplies,Art,62.2,4,0.15,53.74
904,ORD-2023-100903,02/22/2023,02/28/2023,Standard Class,CUST-1082,  John Smith,Corporate,South,Georgia,,Office Supplies,Storage,33.76,8,0.0,78.41
905,ORD-2022-100904,11/05/2022,11/12/2022,Standard Class,CUST-1103,Aisha Khan,Corporate,Central,Texas,,Technology,Copiers,136.14,3,0.0,16.68
906,ORD-2022-100905,12/21/2022,12/23/2022,Standard Class,CUST-1103,Priya Patel,Home Office,Central,Illinois,,Office Supplies,Paper,33.35,7,0.0,14.42
907,ORD-2024-100906,10/07/2024,10/12/2024,Standard Class,CUST-1128,Priya Patel,Home Office,East,New York,,Office Supplies,Art,58.79,5,0.0,53.3
908,ORD-2023-100907,11/21/2023,11/23/2023,Same Day,CUST-1569,Aisha Khan,Consumer,East,New Jersey,,Office Supplies,Binders,16.49,1,0.0,0.87
909,ORD-2022-100908,03/14/2022,03/16/2022,Standard Class,CUST-1761,Fatima Noor,Corporate,Central,Michigan,,Technology,Phones,233.4,7,0.3,-56.28
910,ORD-2023-100909,02/06/2023,02/12/2023,Standard Class,CUST-1313,Fatima Noor,Home Office,South,Florida,14252.0,Furniture,Furnishings,68.93,4,0.0,141.19
911,ORD-2022-100910,09/26/2022,10/03/2022,Standard Class,CUST-1754,John Smith,Corporate,West,Nevada,37046.0,Furniture,Tables,526.44,3,0.0,221.06
912,ORD-2022-100911,12/28/2022,12/31/2022,Standard Class,CUST-1632,David O'Brien,Corporate,West,California,,Office Supplies,Art,16.96,9,0.1,5.63
913,ORD-2023-100912,12/29/2023,01/03/2024,Standard Class,CUST-1413,Fatima Noor,Consumer,West,Oregon,,Furniture,Tables,172.6,9,0.1,77.73
914,ORD-2022-100913,12/19/2022,12/22/2022,Second Class,CUST-1238,  John Smith,Home Office,East,Massachusetts,,Furniture,Bookcases,104.7,5,0.1,-9.71
915,ORD-2023-100914,07/19/2023,07/26/2023,Same Day,CUST-1651,John Smith,Consumer,South,North Carolina,94906.0,Technology,Copiers,1142.87,1,0.15,-270.23
916,ORD-2024-100915,12/17/2024,12/18/2024,Standard Class,CUST-1039,Wei Chen,Corporate,Central,Illinois,22852.0,Office Supplies,Paper,33.38,2,0.0,6.8
917,ORD-2023-100916,01/09/2023,01/11/2023,Standard Class,CUST-1046,  John Smith,Consumer,West,California,,Furniture,Tables,360.52,4,0.3,185.74
918,ORD-2023-100917,12/26/2023,01/01/2024,Same Day,CUST-1394,Priya Patel,Home Office,South,Georgia,,Office Supplies,Storage,21.09,4,0.15,-2.04
919,ORD-2024-100918,09/27/2024,10/01/2024,Second Class,CUST-1564,  John Smith,Consumer,East,New York,32504.0,Technology,Phones,845.95,4,0.0,86.56
920,ORD-2022-100919,03/20/2022,03/23/2022,Standard Class,CUST-1470,Aisha Khan,Home Office,South,Alabama,,Office Supplies,Storage,40.42,3,0.2,17.35
921,ORD-2022-100920,04/30/2022,05/03/2022,First Class,CUST-1050,Liam O'Connor,Consumer,West,Oregon,,Furniture,Furnishings,636.82,2,0.0,421.84
922,ORD-2022-100921,02/27/2022,03/04/2022,Standard Class,CUST-1159,,Home Office,West,Nevada,,Technology,Phones,1397.12,6,0.0,2699.35
923,ORD-2023-100922,11/23/2023,11/26/2023,Standard Class,CUST-1230,Liam O'Connor,Corporate,West,Nevada,,Furniture,Chairs,194.72,9,0.2,122.7
924,ORD-2022-100923,07/28/2022,08/03/2022,Standard Class,CUST-1184,  John Smith,Corporate,East,Pennsylvania,92071.0,Furniture,Chairs,137.51,6,0.15,293.96
925,ORD-2022-100924,07/03/2022,07/09/2022,Second Class,CUST-1507,Fatima Noor,Consumer,West,Nevada,,Office Supplies,Binders,13.17,1,0.0,3.62
926,ORD-2023-100925,11/20/2023,11/27/2023,Second Class,CUST-1978,Liam O'Connor,Home Office,Central,Texas,,Office Supplies,Binders,36.93,9,0.3,-23.12
927,ORD-2022-100926,12/05/2022,12/11/2022,Standard Class,CUST-1256,Priya Patel,Home Office,Central,Ohio,,Office Supplies,Storage,31.56,2,0.0,10.79
928,ORD-2022-100927,10/18/2022,10/21/2022,Standard Class,CUST-1526,Priya Patel,Consumer,South,Alabama,,Technology,Machines,17.94,6,0.15,28.97
929,ORD-2022-100928,03/24/2022,03/27/2022,Standard Class,CUST-1814,Priya Patel,Corporate,Central,Michigan,70436.0,Technology,Copiers,579.52,8,0.0,-256.03
930,ORD-2022-100929,07/06/2022,07/12/2022,Standard Class,CUST-1826,  John Smith,Corporate,South,Florida,34583.0,Office Supplies,Paper,7.6,7,0.1,12.21
931,ORD-2023-100930,04/10/2023,04/13/2023,Second Class,CUST-1994,Aisha Khan,Consumer,East,Pennsylvania,,Office Supplies,Binders,17.67,8,0.1,-0.16
932,ORD-2023-100931,11/17/2023,11/19/2023,Standard Class,CUST-1660,Maria Garcia ,Corporate,Central,Illinois,,Furniture,Tables,236.88,8,0.0,121.68
933,ORD-2023-100932,12/21/2023,12/26/2023,Standard Class,CUST-1533,,Corporate,Central,Michigan,,Office Supplies,Art,26.76,7,0.0,29.72
934,ORD-2023-100933,11/10/2023,11/12/2023,Standard Class,CUST-1983,John Smith,Home Office,East,Massachusetts,14143.0,Office Supplies,Storage,94.41,2,0.0,47.71
935,ORD-2023-100934,03/29/2023,03/30/2023,First Class,CUST-1458,Liam O'Connor,Corporate,Central,Texas,36102.0,Technology,Accessories,647.44,4,0.0,817.57
936,ORD-2023-100935,11/30/2023,12/05/2023,Standard Class,CUST-1301,Maria Garcia ,Corporate,South,North Carolina,25617.0,Technology,Phones,685.44,4,0.15,351.54
937,ORD-2023-100936,08/29/2023,09/03/2023,Standard Class,CUST-1991,Liam O'Connor,Consumer,Central,Texas,,Furniture,Chairs,132.13,5,0.0,51.8
938,ORD-2022-100937,04/01/2022,04/02/2022,Second Class,CUST-1043,Priya Patel,Home Office,West,California,,Office Supplies,Binders,106.52,6,0.0,161.99
939,ORD-2022-100938,11/08/2022,11/10/2022,Standard Class,CUST-1284,,Home Office,Central,Michigan,77368.0,Furniture,Chairs,164.43,6,0.15,301.58
940,ORD-2023-100939,06/12/2023,06/14/2023,Standard Class,CUST-1234,David O'Brien,Home Office,South,North Carolina,20976.0,Technology,Phones,958.33,3,0.0,385.08
941,ORD-2022-100940,02/05/2022,02/10/2022,Standard Class,CUST-1453,Maria Garcia ,Corporate,East,New Jersey,,Office Supplies,Art,11.36,6,0.0,30.58
942,ORD-2024-100941,03/01/2024,03/02/2024,Standard Class,CUST-1012,Aisha Khan,Home Office,West,California,,Office Supplies,Binders,2.03,3,0.0,0.12
943,ORD-2024-100942,04/23/2024,04/27/2024,Standard Class,CUST-1395,John Smith,Home Office,West,California,,Office Supplies,Paper,10.5,6,0.15,19.49
944,ORD-2024-100943,10/14/2024,10/20/2024,Second Class,CUST-1543,Maria Garcia ,Corporate,South,Florida,,Office Supplies,Storage,2.41,3,0.0,0.14
945,ORD-2024-100944,10/11/2024,10/13/2024,Standard Class,CUST-1246,Aisha Khan,Corporate,West,Nevada,,Furniture,Bookcases,270.44,9,0.0,512.98
946,ORD-2023-100945,04/15/2023,04/17/2023,Standard Class,CUST-1761,David O'Brien,Home Office,West,Oregon,96180.0,Office Supplies,Art,37.52,9,0.0,-13.95
947,ORD-2022-100946,10/06/2022,10/13/2022,Standard Class,CUST-1886,Wei Chen,Home Office,South,Alabama,51460.0,Office Supplies,Storage,47.77,1,0.0,4.37
948,ORD-2023-100947,04/29/2023,05/06/2023,First Class,CUST-1101,David O'Brien,Corporate,West,California,,Office Supplies,Art,46.67,1,0.0,6.53
949,ORD-2023-100948,12/02/2023,12/07/2023,First Class,CUST-1257,Wei Chen,Corporate,East,New Jersey,97483.0,Office Supplies,Binders,39.33,6,0.0,63.24
950,ORD-2022-100949,11/12/2022,11/14/2022,Second Class,CUST-1987,Maria Garcia ,Consumer,South,North Carolina,,Furniture,Furnishings,98.84,4,0.1,157.1
951,ORD-2022-100950,04/15/2022,04/18/2022,First Class,CUST-1629,  John Smith,Home Office,East,New Jersey,,Technology,Copiers,280.28,4,0.0,258.99
952,ORD-2023-100951,09/12/2023,09/17/2023,Standard Class,CUST-1594,Liam O'Connor,Corporate,West,Oregon,,Technology,Machines,338.38,3,0.0,279.82
953,ORD-2024-100952,12/14/2024,12/15/2024,First Class,CUST-1386,John Smith,Corporate,West,Oregon,,Office Supplies,Paper,29.3,9,0.3,-18.52
954,ORD-2022-100953,12/06/2022,12/08/2022,Same Day,CUST-1826,David O'Brien,Consumer,South,Alabama,,Office Supplies,Paper,68.24,2,0.0,25.38
955,ORD-2022-100954,03/08/2022,03/11/2022,First Class,CUST-1553,John Smith,Consumer,Central,Michigan,,Furniture,Tables,425.44,3,0.0,197.96
956,ORD-2024-100955,04/22/2024,04/28/2024,Standard Class,CUST-1267,Wei Chen,Consumer,South,Alabama,,Office Supplies,Storage,65.2,6,0.0,87.58
957,ORD-2023-100956,08/14/2023,08/21/2023,First Class,CUST-1590,  John Smith,Consumer,West,California,,Office Supplies,Art,84.44,2,0.2,-8.92
958,ORD-2023-100957,09/13/2023,09/19/2023,Standard Class,CUST-1345,John Smith,Home Office,West,California,92115.0,Technology,Copiers,1057.85,4,0.0,612.39
959,ORD-2023-100958,05/21/2023,05/25/2023,Second Class,CUST-1135,Maria Garcia ,Home Office,Central,Ohio,19261.0,Office Supplies,Art,27.04,1,0.0,2.13
